y_salary_m_hu,y_inglab_m_ha,clase,estrato1,sex,age,regsalud,maxeduclevel,p6426,sizefirm,depto,hoursworkusual,cuentapropia,totalhoursworked,relab,formal
,,1,1,0,64,3.0,3.0,72.0,1.0,11,15.0,1,15.0,4.0,0.0
,,1,1,1,43,,5.0,12.0,2.0,11,36.0,0,36.0,5.0,0.0
4239.2978515625,4989.27978515625,1,1,1,21,1.0,6.0,11.0,5.0,11,43.0,0,43.0,1.0,1.0
5932.20361328125,10315.4423828125,1,1,1,20,1.0,7.0,24.0,4.0,11,59.0,0,59.0,1.0,1.0
,,1,2,0,49,1.0,6.0,72.0,1.0,11,48.0,1,48.0,4.0,1.0
3888.88891601562,4317.6923828125,1,2,0,21,1.0,6.0,4.0,4.0,11,48.0,0,48.0,1.0,1.0
,,1,2,0,52,1.0,4.0,72.0,1.0,11,48.0,1,48.0,4.0,0.0
,,1,3,1,57,1.0,7.0,24.0,5.0,11,60.0,1,60.0,4.0,0.0
7291.66650390625,8045.138671875,1,2,1,32,1.0,7.0,36.0,5.0,11,48.0,0,48.0,1.0,1.0
8666.6669921875,9388.8896484375,1,2,1,41,1.0,6.0,12.0,2.0,11,70.0,0,70.0,3.0,1.0
3797.7041015625,4546.328125,1,2,1,51,1.0,5.0,216.0,4.0,11,48.0,0,48.0,1.0,1.0
3797.7041015625,4226.5078125,1,2,0,47,1.0,6.0,96.0,4.0,11,48.0,0,48.0,1.0,1.0
3797.7041015625,4692.16162109375,1,2,0,25,1.0,6.0,36.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,2,1,48,1.0,6.0,120.0,1.0,11,48.0,1,48.0,4.0,0.0
,,1,3,1,31,1.0,7.0,36.0,5.0,11,48.0,0,48.0,1.0,1.0
6730.76904296875,7003.73974609375,1,3,0,27,1.0,7.0,1.0,5.0,11,52.0,0,52.0,1.0,1.0
,,1,3,1,30,1.0,3.0,23.0,3.0,11,60.0,0,60.0,1.0,0.0
3797.7041015625,4542.98291015625,1,3,0,42,1.0,6.0,1.0,5.0,11,48.0,0,48.0,1.0,1.0
3797.7041015625,4688.81640625,1,3,1,37,1.0,6.0,12.0,4.0,11,48.0,0,48.0,1.0,1.0
,,1,3,1,36,3.0,3.0,2.0,1.0,11,70.0,1,70.0,4.0,0.0
3797.7041015625,4437.9658203125,1,3,0,32,1.0,6.0,7.0,4.0,11,48.0,0,48.0,1.0,0.0
,,1,3,1,61,1.0,5.0,120.0,1.0,11,48.0,1,48.0,4.0,0.0
5468.75,6353.28271484375,1,3,0,25,1.0,7.0,48.0,5.0,11,48.0,0,48.0,1.0,1.0
13708.3330078125,15973.6103515625,1,3,1,39,1.0,6.0,96.0,5.0,11,40.0,0,40.0,1.0,1.0
7777.77783203125,8883.31640625,1,3,0,25,1.0,7.0,18.0,5.0,11,45.0,0,45.0,1.0,1.0
,,1,3,1,66,3.0,4.0,216.0,1.0,11,50.0,1,50.0,4.0,0.0
,,1,3,1,63,1.0,4.0,12.0,1.0,11,7.0,1,7.0,4.0,1.0
4131.9443359375,4449.9423828125,1,3,1,30,1.0,6.0,120.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,3,0,28,1.0,7.0,12.0,5.0,11,16.0,1,16.0,4.0,1.0
,,1,4,1,54,1.0,7.0,120.0,1.0,11,60.0,1,60.0,4.0,0.0
,,1,3,0,37,3.0,4.0,60.0,1.0,11,30.0,1,30.0,4.0,0.0
21777.77734375,25648.51953125,1,3,0,44,2.0,7.0,204.0,5.0,11,30.0,0,30.0,2.0,1.0
,,1,3,1,43,1.0,7.0,30.0,5.0,11,30.0,1,30.0,4.0,1.0
2430.5556640625,2859.35913085938,1,3,0,52,1.0,4.0,36.0,4.0,11,48.0,0,48.0,1.0,1.0
,,1,3,1,53,,5.0,6.0,2.0,11,30.0,0,30.0,6.0,0.0
,,1,3,0,49,3.0,5.0,84.0,2.0,11,60.0,1,60.0,4.0,0.0
,,1,3,0,27,3.0,7.0,3.0,5.0,11,48.0,1,48.0,4.0,0.0
,,1,3,1,29,1.0,7.0,1.0,5.0,11,48.0,1,48.0,4.0,1.0
3888.88891601562,4317.6923828125,1,3,0,22,1.0,7.0,2.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,3,1,54,1.0,6.0,12.0,1.0,11,20.0,1,20.0,4.0,0.0
,,1,3,0,50,1.0,6.0,1.0,2.0,11,60.0,0,60.0,5.0,0.0
4375.0,4803.8037109375,1,3,1,23,1.0,6.0,5.0,5.0,11,48.0,0,48.0,1.0,1.0
4861.111328125,5695.00732421875,1,3,1,35,1.0,7.0,36.0,5.0,11,48.0,0,48.0,1.0,1.0
7291.66650390625,7899.3056640625,1,3,0,27,1.0,7.0,36.0,5.0,11,48.0,0,48.0,1.0,1.0
7291.66650390625,8054.861328125,1,3,0,38,1.0,7.0,228.0,5.0,11,48.0,0,48.0,1.0,1.0
23706.666015625,26623.333984375,1,3,1,55,2.0,7.0,252.0,5.0,11,30.0,0,30.0,2.0,1.0
,,1,2,0,38,3.0,6.0,6.0,1.0,11,15.0,1,15.0,4.0,0.0
5250.0,5250.0,1,3,1,58,1.0,6.0,180.0,1.0,11,40.0,0,40.0,3.0,1.0
,,1,3,1,26,1.0,7.0,2.0,2.0,11,40.0,0,40.0,1.0,1.0
29166.666015625,29166.666015625,1,4,0,56,1.0,7.0,235.0,5.0,11,48.0,0,48.0,1.0,1.0
14000.0,14000.0,1,4,0,27,1.0,7.0,9.0,5.0,11,50.0,0,50.0,1.0,1.0
3645.7958984375,4361.263671875,1,2,0,49,1.0,4.0,0.0,5.0,11,50.0,0,50.0,1.0,1.0
4000.0,4627.3701171875,1,2,0,24,1.0,7.0,2.0,5.0,11,70.0,0,70.0,1.0,1.0
,,1,2,1,33,1.0,6.0,12.0,1.0,11,40.0,1,40.0,4.0,0.0
6562.5,6562.5,1,2,1,37,1.0,7.0,9.0,5.0,11,48.0,0,48.0,1.0,1.0
2916.66674804688,3111.11108398438,1,2,1,21,,6.0,11.0,3.0,11,72.0,0,72.0,1.0,0.0
3797.7041015625,4550.58203125,1,2,0,38,1.0,6.0,48.0,5.0,11,48.0,0,48.0,1.0,1.0
4229.16650390625,4581.59716796875,1,2,1,42,1.0,6.0,38.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,2,0,60,3.0,5.0,264.0,1.0,11,70.0,1,70.0,4.0,0.0
2604.13989257812,3115.1796875,1,2,1,40,1.0,5.0,24.0,5.0,11,70.0,0,70.0,1.0,1.0
5833.33349609375,6787.22998046875,1,2,1,28,1.0,6.0,36.0,5.0,11,44.0,0,44.0,1.0,1.0
,,1,2,0,77,1.0,3.0,0.0,2.0,11,15.0,1,15.0,4.0,0.0
10925.8330078125,16052.3623046875,1,2,0,53,1.0,7.0,72.0,5.0,11,40.0,0,40.0,2.0,1.0
16625.0,15450.9091796875,1,2,0,48,1.0,7.0,5.0,5.0,11,40.0,0,44.0,2.0,1.0
,,1,2,0,22,1.0,7.0,0.0,2.0,11,10.0,0,10.0,6.0,0.0
3797.7041015625,4960.53564453125,1,2,0,61,1.0,6.0,384.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,2,1,46,3.0,1.0,6.0,1.0,11,48.0,1,48.0,4.0,0.0
,,1,2,1,40,,6.0,156.0,1.0,11,72.0,1,72.0,4.0,0.0
5000.0,6136.57421875,1,2,0,22,2.0,6.0,48.0,5.0,11,84.0,0,84.0,2.0,1.0
,,1,4,1,53,1.0,7.0,10.0,4.0,11,60.0,1,60.0,4.0,1.0
,,1,2,1,40,1.0,4.0,4.0,2.0,11,70.0,0,70.0,1.0,1.0
2333.33325195312,2333.33325195312,1,3,0,44,3.0,5.0,5.0,2.0,11,30.0,0,30.0,1.0,0.0
,,1,2,1,50,,6.0,5.0,1.0,11,48.0,1,48.0,4.0,0.0
,,1,2,1,80,1.0,4.0,96.0,1.0,11,20.0,1,20.0,4.0,0.0
,,1,2,1,50,1.0,7.0,12.0,3.0,11,40.0,1,40.0,4.0,1.0
,,1,3,1,20,,6.0,5.0,2.0,11,40.0,1,40.0,4.0,0.0
9722.22265625,11342.59375,1,3,1,56,1.0,6.0,360.0,5.0,11,48.0,0,48.0,2.0,1.0
21875.0,25247.396484375,1,3,0,57,1.0,7.0,240.0,5.0,11,48.0,0,48.0,2.0,1.0
9236.111328125,10151.6201171875,1,2,1,41,1.0,7.0,36.0,5.0,11,48.0,0,48.0,2.0,1.0
9722.22265625,10532.408203125,1,2,0,30,1.0,7.0,20.0,5.0,11,48.0,0,48.0,2.0,1.0
,,1,2,0,52,1.0,6.0,84.0,1.0,11,48.0,1,48.0,4.0,0.0
,,1,2,1,37,1.0,6.0,6.0,1.0,11,70.0,1,70.0,4.0,0.0
,,1,2,0,36,1.0,7.0,84.0,2.0,11,56.0,0,56.0,5.0,1.0
1696.9697265625,1696.9697265625,1,2,1,20,1.0,7.0,60.0,2.0,11,11.0,0,11.0,1.0,0.0
3645.7958984375,4648.55859375,1,2,1,49,1.0,7.0,36.0,5.0,11,50.0,0,50.0,1.0,1.0
3797.7041015625,4762.11376953125,1,2,0,35,1.0,6.0,11.0,2.0,11,48.0,0,50.0,1.0,1.0
,,1,2,1,46,1.0,3.0,60.0,4.0,11,96.0,1,96.0,4.0,0.0
3797.7041015625,4673.72998046875,1,2,0,43,1.0,6.0,24.0,5.0,11,48.0,0,48.0,1.0,1.0
6805.5556640625,7801.48828125,1,3,0,55,2.0,7.0,204.0,5.0,11,48.0,0,48.0,2.0,1.0
3375.73706054688,3375.73706054688,1,2,0,28,1.0,6.0,1.0,1.0,11,54.0,0,54.0,3.0,0.0
3797.7041015625,3894.92626953125,1,2,0,26,1.0,6.0,1.0,2.0,11,48.0,0,48.0,1.0,0.0
,,1,3,0,42,1.0,7.0,240.0,2.0,11,48.0,0,48.0,5.0,1.0
7777.77783203125,9592.5927734375,1,3,1,28,1.0,7.0,72.0,5.0,11,60.0,0,60.0,1.0,1.0
6222.22216796875,6222.22216796875,1,3,0,26,1.0,7.0,36.0,2.0,11,30.0,0,30.0,1.0,0.0
6157.4072265625,6767.3505859375,1,2,1,32,1.0,7.0,18.0,5.0,11,72.0,0,72.0,1.0,1.0
,,1,3,0,71,1.0,3.0,360.0,2.0,11,51.0,0,51.0,5.0,0.0
3797.7041015625,4849.23291015625,1,2,0,42,1.0,5.0,6.0,4.0,11,48.0,0,48.0,1.0,1.0
,,1,3,0,44,1.0,6.0,3.0,1.0,11,50.0,1,50.0,4.0,0.0
5790.5556640625,6847.73828125,1,3,0,30,1.0,7.0,72.0,5.0,11,48.0,0,48.0,1.0,1.0
3797.7041015625,4779.458984375,1,3,0,20,1.0,6.0,5.0,5.0,11,48.0,0,48.0,1.0,1.0
2430.5556640625,2430.5556640625,1,3,0,60,1.0,4.0,25.0,1.0,11,48.0,0,48.0,3.0,0.0
,,1,3,1,59,1.0,3.0,360.0,1.0,11,40.0,1,40.0,4.0,0.0
,,1,3,1,36,1.0,6.0,48.0,5.0,11,48.0,1,48.0,4.0,1.0
3888.88891601562,4641.7666015625,1,3,0,25,1.0,6.0,36.0,5.0,11,48.0,0,48.0,1.0,1.0
12152.77734375,13165.5087890625,1,3,0,32,1.0,7.0,120.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,3,1,34,1.0,6.0,30.0,1.0,11,72.0,1,72.0,4.0,1.0
4200.0,5933.87353515625,1,3,0,30,1.0,7.0,30.0,4.0,11,50.0,0,50.0,1.0,1.0
,,1,3,1,56,3.0,6.0,12.0,1.0,11,48.0,1,48.0,4.0,0.0
,,1,3,1,29,3.0,6.0,24.0,1.0,11,48.0,1,48.0,4.0,0.0
,,1,3,1,26,3.0,6.0,6.0,1.0,11,48.0,1,48.0,4.0,0.0
,,1,2,1,39,1.0,5.0,84.0,1.0,11,60.0,1,60.0,4.0,0.0
3797.7041015625,4688.31298828125,1,2,0,37,1.0,6.0,11.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,2,1,39,1.0,6.0,36.0,5.0,11,60.0,1,60.0,4.0,1.0
3797.7041015625,4546.328125,1,2,1,40,1.0,6.0,96.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,2,1,37,1.0,5.0,48.0,5.0,11,72.0,0,72.0,1.0,1.0
,,1,2,0,50,1.0,4.0,60.0,1.0,11,40.0,1,40.0,4.0,0.0
,,1,2,0,23,1.0,7.0,24.0,5.0,11,40.0,0,40.0,1.0,1.0
5833.33349609375,6707.73828125,1,4,0,57,1.0,6.0,288.0,3.0,11,48.0,0,48.0,1.0,1.0
,,1,4,1,38,2.0,7.0,6.0,1.0,11,25.0,1,25.0,4.0,1.0
,,1,4,0,44,1.0,7.0,15.0,5.0,11,40.0,0,40.0,1.0,1.0
,,1,4,0,56,1.0,7.0,120.0,2.0,11,30.0,0,30.0,5.0,1.0
,,1,4,0,65,1.0,7.0,48.0,2.0,11,10.0,1,10.0,4.0,1.0
,,1,3,0,52,1.0,5.0,4.0,2.0,11,20.0,0,20.0,5.0,0.0
6511.6279296875,10110.447265625,1,3,0,32,1.0,7.0,12.0,5.0,11,43.0,0,43.0,1.0,1.0
4537.037109375,4537.037109375,1,2,0,39,3.0,4.0,3.0,2.0,11,18.0,0,18.0,1.0,0.0
1742.22216796875,1742.22216796875,1,2,1,21,3.0,6.0,12.0,3.0,11,75.0,0,75.0,1.0,0.0
13611.111328125,31078.705078125,1,4,1,42,1.0,7.0,12.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,4,0,37,1.0,7.0,120.0,1.0,11,30.0,1,30.0,4.0,0.0
,,1,3,1,56,1.0,5.0,6.0,1.0,11,96.0,1,96.0,4.0,0.0
3797.7041015625,4542.98291015625,1,3,0,44,1.0,6.0,96.0,4.0,11,48.0,0,48.0,1.0,1.0
3797.7041015625,4226.5078125,1,3,1,21,1.0,6.0,0.0,4.0,11,48.0,0,48.0,1.0,0.0
,,1,3,0,65,1.0,5.0,144.0,2.0,11,30.0,0,30.0,7.0,0.0
,,1,3,1,80,2.0,5.0,480.0,2.0,11,55.0,1,55.0,4.0,0.0
3797.7041015625,4226.5078125,1,4,0,25,1.0,7.0,4.0,4.0,11,48.0,0,48.0,1.0,1.0
5833.33349609375,6262.13671875,1,4,1,42,1.0,7.0,5.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,4,1,37,1.0,7.0,48.0,5.0,11,48.0,0,48.0,1.0,1.0
3797.7041015625,4919.880859375,1,3,0,27,1.0,6.0,1.0,4.0,11,48.0,0,64.0,1.0,1.0
,,1,4,0,33,1.0,7.0,11.0,5.0,11,55.0,1,55.0,4.0,1.0
16333.3330078125,17675.0,1,4,1,36,1.0,7.0,24.0,5.0,11,50.0,0,50.0,1.0,1.0
3797.7041015625,4542.98291015625,1,3,1,23,1.0,7.0,36.0,5.0,11,48.0,0,48.0,1.0,1.0
105000.0,105000.0,1,4,0,58,1.0,7.0,384.0,5.0,11,40.0,0,40.0,1.0,1.0
,,1,4,1,62,1.0,7.0,12.0,1.0,11,40.0,1,40.0,4.0,1.0
17013.888671875,17824.07421875,1,4,0,28,1.0,7.0,18.0,4.0,11,48.0,0,48.0,1.0,1.0
7291.66650390625,7899.3056640625,1,4,0,24,1.0,7.0,12.0,3.0,11,48.0,0,48.0,1.0,1.0
,,1,2,0,38,3.0,6.0,156.0,1.0,11,24.0,1,24.0,4.0,0.0
5185.18505859375,5873.08642578125,1,2,0,51,1.0,6.0,11.0,2.0,11,45.0,0,45.0,1.0,1.0
,,1,3,0,66,1.0,7.0,86.0,2.0,11,70.0,0,70.0,5.0,1.0
,,1,4,0,61,1.0,4.0,60.0,1.0,11,40.0,1,40.0,4.0,0.0
3797.7041015625,3797.7041015625,1,4,0,36,1.0,7.0,12.0,2.0,11,48.0,0,48.0,1.0,0.0
3797.7041015625,3797.7041015625,1,4,1,43,1.0,4.0,120.0,3.0,11,48.0,0,48.0,1.0,1.0
5250.0,5687.5,1,2,0,41,1.0,6.0,120.0,2.0,11,60.0,0,60.0,1.0,1.0
,,1,2,1,20,1.0,7.0,4.0,2.0,11,13.0,1,13.0,4.0,0.0
,,1,3,1,70,1.0,6.0,168.0,1.0,11,72.0,1,72.0,4.0,1.0
14583.3330078125,15798.6103515625,1,3,0,46,1.0,7.0,10.0,5.0,11,40.0,0,40.0,1.0,1.0
,,1,3,1,66,1.0,4.0,60.0,2.0,11,48.0,0,48.0,5.0,0.0
3888.88891601562,3888.88891601562,1,3,0,50,1.0,7.0,60.0,2.0,11,48.0,0,48.0,1.0,1.0
,,1,2,0,60,3.0,1.0,120.0,1.0,11,48.0,1,48.0,4.0,0.0
3888.88891601562,4625.5625,1,3,0,34,1.0,7.0,1.0,5.0,11,48.0,0,48.0,1.0,1.0
46666.66796875,62708.33203125,1,4,1,47,1.0,7.0,60.0,5.0,11,40.0,0,40.0,2.0,1.0
2916.66674804688,2916.66674804688,1,2,1,40,3.0,5.0,60.0,4.0,11,36.0,0,36.0,1.0,0.0
3797.7041015625,3797.7041015625,1,2,0,39,3.0,6.0,2.0,2.0,11,48.0,0,48.0,1.0,0.0
3797.7041015625,3797.7041015625,1,2,0,21,1.0,7.0,4.0,4.0,11,48.0,0,48.0,1.0,0.0
4375.0,5314.22021484375,1,2,0,36,1.0,5.0,36.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,3,1,47,1.0,7.0,72.0,3.0,11,48.0,0,48.0,5.0,1.0
19444.4453125,21064.81640625,1,3,0,47,1.0,7.0,240.0,4.0,11,48.0,0,48.0,1.0,1.0
,,1,2,0,42,3.0,6.0,12.0,1.0,11,20.0,1,20.0,4.0,0.0
,,1,2,0,73,1.0,6.0,240.0,1.0,11,42.0,1,42.0,4.0,0.0
,,1,2,1,32,1.0,7.0,10.0,5.0,11,45.0,1,45.0,4.0,1.0
4666.66650390625,5164.4443359375,1,2,1,31,1.0,6.0,5.0,5.0,11,50.0,0,50.0,1.0,1.0
4375.0,4375.0,1,2,0,31,1.0,7.0,13.0,5.0,11,48.0,0,48.0,1.0,0.0
5208.27978515625,5208.27978515625,1,4,0,83,1.0,1.0,696.0,1.0,11,35.0,0,35.0,3.0,1.0
36166.66796875,36166.66796875,1,4,0,38,1.0,7.0,12.0,4.0,11,40.0,0,40.0,1.0,1.0
87500.0,87500.0,1,4,1,40,,7.0,240.0,5.0,11,40.0,0,40.0,1.0,0.0
3038.16333007812,3751.05297851562,1,3,1,25,1.0,7.0,60.0,5.0,11,60.0,0,60.0,1.0,1.0
5250.0,5250.0,1,3,1,49,3.0,6.0,2.0,2.0,11,40.0,0,40.0,1.0,0.0
,,1,3,0,56,3.0,6.0,120.0,1.0,11,8.0,1,8.0,4.0,0.0
,,1,3,1,25,3.0,6.0,3.0,2.0,11,40.0,0,40.0,1.0,0.0
6319.4443359375,7236.78955078125,1,3,1,38,1.0,7.0,24.0,4.0,11,48.0,0,48.0,1.0,1.0
4375.0,5020.71728515625,1,3,0,31,1.0,6.0,96.0,5.0,11,48.0,0,48.0,1.0,1.0
6805.5556640625,7550.83447265625,1,3,0,31,1.0,7.0,60.0,4.0,11,48.0,0,48.0,1.0,0.0
3888.88891601562,4641.7666015625,1,3,0,39,1.0,7.0,36.0,5.0,11,48.0,0,48.0,1.0,1.0
3797.7041015625,4542.98291015625,1,2,0,37,1.0,6.0,36.0,2.0,11,48.0,0,48.0,1.0,1.0
,,1,2,1,45,3.0,3.0,60.0,1.0,11,72.0,1,72.0,4.0,0.0
4131.9443359375,4998.248046875,1,2,1,21,1.0,7.0,6.0,5.0,11,48.0,0,48.0,1.0,1.0
4472.22216796875,5188.59814453125,1,2,1,44,1.0,5.0,72.0,4.0,11,60.0,0,60.0,1.0,1.0
,,1,2,1,42,1.0,7.0,36.0,4.0,11,48.0,0,48.0,1.0,1.0
4666.66650390625,5218.31787109375,1,2,1,27,1.0,4.0,12.0,5.0,11,50.0,0,50.0,1.0,1.0
3456.7900390625,3456.7900390625,1,2,0,32,1.0,6.0,4.0,3.0,11,54.0,0,54.0,1.0,0.0
,,1,3,1,45,,6.0,18.0,1.0,11,40.0,1,40.0,4.0,0.0
,,1,2,1,37,1.0,6.0,84.0,1.0,11,52.0,1,52.0,4.0,1.0
,,1,2,0,31,1.0,7.0,24.0,1.0,11,8.0,1,8.0,4.0,0.0
,,1,3,1,25,3.0,7.0,24.0,2.0,11,48.0,1,48.0,4.0,0.0
4666.66650390625,4666.66650390625,1,4,1,20,1.0,7.0,24.0,2.0,11,10.0,0,10.0,1.0,0.0
19444.4453125,22685.185546875,1,4,0,39,1.0,7.0,12.0,5.0,11,42.0,0,42.0,1.0,1.0
,,1,4,1,69,1.0,7.0,240.0,1.0,11,40.0,1,40.0,4.0,0.0
,,1,3,1,27,1.0,6.0,2.0,1.0,11,50.0,1,50.0,4.0,0.0
,,1,2,0,56,3.0,4.0,24.0,1.0,11,10.0,1,10.0,4.0,0.0
,,1,2,0,57,1.0,4.0,24.0,1.0,11,20.0,1,20.0,4.0,0.0
8166.66650390625,9945.119140625,1,2,1,25,1.0,7.0,24.0,5.0,11,40.0,0,40.0,1.0,1.0
,,1,3,0,49,,3.0,24.0,1.0,11,40.0,1,40.0,4.0,0.0
1750.0,1750.0,1,3,0,20,2.0,7.0,4.0,2.0,11,16.0,0,16.0,1.0,0.0
,,1,3,0,62,1.0,6.0,10.0,3.0,11,35.0,1,35.0,4.0,1.0
11083.3330078125,12006.9443359375,1,3,0,27,1.0,7.0,36.0,5.0,11,40.0,0,40.0,1.0,1.0
9722.22265625,10678.2412109375,1,3,1,36,1.0,7.0,52.0,5.0,11,48.0,0,48.0,1.0,1.0
5833.33349609375,6860.0537109375,1,3,0,31,1.0,7.0,120.0,5.0,11,48.0,0,48.0,1.0,1.0
24305.5546875,26331.017578125,1,3,0,55,1.0,7.0,276.0,4.0,11,48.0,0,48.0,1.0,1.0
,,1,3,0,65,1.0,3.0,48.0,1.0,11,60.0,1,60.0,4.0,0.0
,,1,3,0,56,1.0,7.0,420.0,4.0,11,2.0,0,2.0,5.0,1.0
,,1,3,0,35,1.0,7.0,180.0,1.0,11,4.0,1,4.0,4.0,1.0
,,1,3,1,30,1.0,7.0,8.0,1.0,11,84.0,1,84.0,4.0,1.0
6416.66650390625,7465.95263671875,1,3,1,24,1.0,7.0,30.0,3.0,11,40.0,0,40.0,1.0,1.0
4618.0556640625,5569.4287109375,1,4,0,38,1.0,7.0,94.0,4.0,11,48.0,0,48.0,1.0,1.0
326.666656494141,326.666656494141,1,2,0,66,1.0,3.0,1.0,1.0,11,50.0,0,50.0,3.0,0.0
,,1,2,1,34,,6.0,7.0,1.0,11,54.0,1,54.0,4.0,0.0
3645.7958984375,4057.447265625,1,2,0,20,1.0,6.0,1.0,5.0,11,50.0,0,50.0,1.0,1.0
21875.0,23697.916015625,1,4,1,60,1.0,7.0,48.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,3,1,42,1.0,7.0,96.0,2.0,11,60.0,0,60.0,5.0,1.0
15166.6669921875,17500.0,1,3,1,21,1.0,7.0,39.0,2.0,11,12.0,0,12.0,1.0,0.0
4487.1796875,4674.1455078125,1,3,1,34,1.0,7.0,12.0,5.0,11,78.0,0,78.0,1.0,1.0
6319.4443359375,6991.8984375,1,3,0,30,1.0,7.0,18.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,3,1,57,2.0,7.0,6.0,1.0,11,25.0,1,25.0,4.0,1.0
9333.3330078125,9333.3330078125,1,3,0,33,3.0,7.0,4.0,4.0,11,30.0,0,30.0,1.0,0.0
3797.7041015625,4358.56787109375,1,3,1,22,1.0,7.0,10.0,3.0,11,48.0,0,48.0,1.0,1.0
18083.333984375,19541.666015625,1,4,1,60,2.0,7.0,96.0,5.0,11,40.0,0,40.0,1.0,1.0
13508.771484375,15002.923828125,1,3,0,36,1.0,7.0,11.0,5.0,11,38.0,0,38.0,1.0,1.0
11083.3330078125,12736.1123046875,1,3,1,35,1.0,7.0,10.0,5.0,11,40.0,0,40.0,1.0,1.0
,,1,4,1,50,1.0,7.0,48.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,2,0,21,1.0,6.0,0.0,2.0,11,50.0,1,50.0,4.0,0.0
,,1,2,0,19,3.0,5.0,1.0,4.0,11,72.0,1,72.0,4.0,0.0
,,1,2,1,53,,3.0,36.0,1.0,11,40.0,1,40.0,4.0,0.0
3797.7041015625,5082.06298828125,1,2,0,25,1.0,7.0,14.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,2,1,29,1.0,5.0,12.0,1.0,11,34.0,1,34.0,4.0,0.0
23333.333984375,27125.0,1,4,0,58,1.0,7.0,456.0,5.0,11,40.0,0,40.0,2.0,1.0
,,1,3,1,38,1.0,7.0,2.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,3,0,61,1.0,5.0,480.0,1.0,11,10.0,1,12.0,4.0,1.0
30916.666015625,33493.0546875,1,4,0,33,1.0,7.0,18.0,5.0,11,40.0,0,40.0,1.0,1.0
3797.7041015625,3797.7041015625,1,4,0,43,1.0,6.0,36.0,1.0,11,48.0,0,48.0,3.0,1.0
6319.4443359375,6846.06494140625,1,3,0,51,1.0,7.0,240.0,2.0,11,48.0,0,48.0,1.0,1.0
,,1,3,1,35,3.0,5.0,6.0,1.0,11,20.0,1,20.0,4.0,0.0
10266.6669921875,11294.888671875,1,3,1,38,1.0,6.0,32.0,5.0,11,50.0,0,50.0,1.0,1.0
4472.22216796875,5429.26611328125,1,3,0,43,1.0,7.0,48.0,3.0,11,48.0,0,48.0,1.0,1.0
,,1,3,1,43,1.0,7.0,48.0,1.0,11,50.0,1,50.0,4.0,1.0
4934.02783203125,5668.10888671875,1,3,0,31,1.0,7.0,2.0,5.0,11,48.0,0,48.0,1.0,1.0
14388.888671875,16292.82421875,1,4,0,27,1.0,7.0,20.0,5.0,11,48.0,0,48.0,1.0,1.0
8750.0,8750.0,1,3,1,55,1.0,6.0,3.0,2.0,11,40.0,0,40.0,1.0,0.0
,,1,3,0,50,1.0,6.0,60.0,2.0,11,10.0,0,15.0,1.0,1.0
19444.4453125,21064.81640625,1,3,0,27,1.0,7.0,60.0,5.0,11,48.0,0,48.0,1.0,1.0
5347.22216796875,5898.1484375,1,2,1,32,1.0,4.0,60.0,5.0,11,48.0,0,48.0,1.0,1.0
5347.22216796875,5732.06005859375,1,2,0,28,1.0,7.0,32.0,5.0,11,48.0,0,48.0,1.0,1.0
12833.3330078125,22260.0,1,3,1,42,1.0,7.0,216.0,5.0,11,40.0,0,40.0,1.0,1.0
16333.3330078125,41810.90234375,1,3,0,31,1.0,7.0,72.0,5.0,11,40.0,0,40.0,1.0,1.0
,,1,3,1,58,1.0,7.0,84.0,2.0,11,72.0,1,72.0,4.0,1.0
,,1,3,0,68,1.0,3.0,84.0,2.0,11,36.0,0,36.0,6.0,1.0
,,1,2,1,60,3.0,3.0,24.0,2.0,11,50.0,1,50.0,4.0,0.0
,,1,2,0,22,3.0,7.0,1.0,2.0,11,4.0,0,4.0,1.0,0.0
,,1,3,1,59,1.0,6.0,48.0,1.0,11,30.0,1,30.0,4.0,1.0
4340.2333984375,5191.40576171875,1,3,1,29,1.0,7.0,3.0,5.0,11,42.0,0,42.0,1.0,1.0
10204.4443359375,16493.75,1,2,1,31,1.0,7.0,12.0,4.0,11,45.0,0,48.0,1.0,1.0
8263.888671875,8952.5458984375,1,2,0,29,1.0,6.0,36.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,2,0,25,1.0,7.0,36.0,5.0,11,60.0,1,60.0,4.0,0.0
4666.66650390625,4977.77734375,1,2,1,25,1.0,6.0,10.0,5.0,11,50.0,0,50.0,1.0,1.0
4083.33325195312,4575.92578125,1,3,1,55,1.0,6.0,4.0,5.0,11,60.0,0,60.0,1.0,1.0
